ID_EMPRESA;COD_FUNCAO;DESCRICAO;COD_GRP_FUNCAO
1;025D;INSTRUMENTISTA ESPEC. III;00001
1;025E;INSTRUMENTISTA ESPEC. IV;00001
1;025F;INSTRUMENTISTA I;00001
1;025G;INSTRUMENTISTA II;00001
1;025H;INSTRUMENTISTA III;00001
1;025I;INSTRUMENTISTA IV;00001
1;025J;INSTRUMENTISTA V;00001
1;025K;INSTRUMENTISTA VI;00001
1;025L;ISOLADOR I;00001
1;025M;ISOLADOR II;00001
1;025O;JATISTA ESPECIALIZADO I;00007
1;025P;JATISTA ESPECIALIZADO II;00007
1;025Q;JATISTA ESPECIALIZADO III;00007
1;025R;JATISTA ESPECIALIZADO IV;00007
1;025S;JATISTA ESPECIALIZADO V;00007
1;025T;JATISTA ESPECIALIZADO VI;00007
1;025U;LAMINADOR I;00001
1;025V;LAMINADOR II;00001
1;025W;LAMINADOR III;00001
1;0260;LAMINADOR IV;00001
1;0261;LAMINADOR V;00001
1;0262;LAMINADOR VI;00001
1;0263;LAVADOR I;00001
1;0264;LAVADOR II;00001
1;0265;LAVADOR III;00001
1;0266;LAVADOR IV;00001
1;0267;LAVADOR V;00001
1;0268;LAVADOR VI;00001
1;0269;LIDER;00009
1;026A;LIDER I;00009
1;026B;LIDER II;00009
1;026C;LIDER III;00009
1;026D;LIDER IV;00009
1;026E;LIDER V;00009
1;026F;LIDER VI;00009
1;026G;LUBRIFICADOR I;00001
1;026H;LUBRIFICADOR II;00001
1;026I;LUBRIFICADOR III;00001
1;026J;LUBRIFICADOR IV;00001
1;026K;LUBRIFICADOR V;00001
1;026L;LUBRIFICADOR VI;00001
1;026M;MACARIQUEIRO I;00001
1;026O;MACARIQUEIRO II;00001
1;026P;MACARIQUEIRO III;00001
1;026Q;MACARIQUEIRO IV;00001
1;026R;MACARIQUEIRO V;00001
1;026S;MACARIQUEIRO VI;00001
1;026T;MARTELETEIRO I;00001
1;026U;MARTELETEIRO II;00001
1;026V;MARTELETEIRO III;00001
1;026W;MARTELETEIRO IV;00001
1;0270;MARTELETEIRO V;00001
1;0271;MARTELETEIRO VI;00001
1;0272;MECANICO AJUSTADOR I;00003
1;0273;MECANICO AJUSTADOR II;00003
1;0274;MECANICO AJUSTADOR III;00003
1;0275;MECANICO AJUSTADOR IV;00003
1;0276;MECANICO AJUSTADOR V;00003
1;0277;MECANICO AJUSTADOR VI;00003
1;0278;MECANICO;00003
1;0279;MECANICO I;00003
1;027A;MECANICO II;00003
1;027B;MECANICO III;00003
1;027C;MECANICO IV;00003
1;027D;MECANICO V;00003
1;027E;MECANICO VI;00003
1;027F;MECANICO MONTADOR;00003
1;027G;MECANICO MONTADOR I;00003
1;027H;MECANICO MONTADOR II;00003
1;027I;MECANICO MONTADOR III;00003
1;027J;MECANICO MONTADOR IV;00003
1;027K;MECANICO MONTADOR V;00003
1;027L;MECANICO MONTADOR VI;00003
1;027M;MECANICO QUALIFICADO;00003
1;027O;MEIO OFICIAL I;00003
1;027P;MEIO OFICIAL II;00003
1;027Q;MEIO OFICIAL III;00003
1;027R;MEIO OFICIAL IV;00003
1;027S;MEIO OFICIAL V;00003
1;027T;MEIO OFICIAL VI;00003
1;027U;MEIO OFICIAL VII;00003
1;027V;MONTADOR DE ANDAIME I;00008
1;027W;MONTADOR DE ANDAIME II;00008
1;0280;MONTADOR DE ANDAIME III;00008
1;0281;MONTADOR DE ANDAIME IV;00008
1;0282;MONTADOR DE ANDAIME V;00008
1;0283;MONTADOR DE ANDAIME VI;00008
1;0284;MOTORISTA GUINDASTEIRO;00010
1;0285;MOTORISTA GUINDASTEIRO I;00010
1;0286;MOTORISTA GUINDASTEIRO II;00010
1;0287;MOTORISTA GUINDASTEIRO III;00010
1;0288;MOTORISTA CAMINHONEIRO;00010
1;0289;MOTORISTA CAMINHONEIRO I;00010
1;028A;MOTORISTA CARRETEIRO I;00010
1;028B;MOTORISTA CARRETEIRO II;00010
1;028C;MOTORISTA CARRETEIRO III;00010
1;028D;MOTORISTA CARRETEIRO IV;00010
1;028E;MOTORISTA CARRETEIRO V;00010
1;028F;MOTORISTA CARRETEIRO VI;00010
1;028G;MOTORISTA;00010
1;028H;MOTORISTA I;00010
1;028I;MOTORISTA II;00010
1;028J;MOTORISTA III;00010
1;028K;MOTORISTA IV;00010
1;028L;MOTORISTA V;00010
1;028M;MOTORISTA VI;00010
1;028O;MOTORISTA VII;00010
1;028P;OPER. EMPILHADEIRA II;00001
1;028Q;OPER. EMPILHADEIRA III;00001
1;028R;OPER. EMPILHADEIRA IV;00001
1;028S;OPER. EMPILHADEIRA V;00001
1;028T;OPER. EMPILHADEIRA VI;00001
1;028U;OPER. GUINDASTE I;00010
1;028V;OPER. GUINDASTE II;00010
1;028W;OPER. GUINDASTE III;00010
1;0290;OPER. GUINDASTE IV;00010
1;0291;OPER. GUINDASTE V;00010
1;0292;OPER. GUINDASTE VI;00010
1;0293;OPER.MAQ.OPERATR.I;00003
1;0294;OPER.MAQ.OPERATR.II;00003
1;0295;OPER.MAQ.OPERATR.III;00003
1;0296;OPER.MAQ.OPERATR.IV;00003
1;0297;OPER.MAQ.OPERATR.V;00003
1;0298;OPER.MAQ.OPERATR.VI;00003
1;0299;OPER.PONTE ROLANTE;00003
1;029A;OPER. RIGGER I;00001
1;029B;PEDREIRO ANTI-ACIDO I;00001
1;029C;PEDREIRO ANTI-ACIDO II;00001
1;029D;PEDREIRO ANTI-ACIDO III;00001
1;029E;PEDREIRO ANTI-ACIDO IV;00001
1;029F;PEDREIRO ANTI-ACIDO V;00001
1;029G;PEDREIRO ANTI-ACIDO VI;00001
1;029H;PEDREIRO I;00001
1;029I;PEDREIRO II;00001
1;029J;PEDREIRO III;00001
1;029K;PEDREIRO IV;00001
1;029L;PEDREIRO V;00001
1;029M;PEDREIRO VI;00001
1;029O;PEDREIRO VII;00001
1;029P;PEDREIRO VIII;00001
1;029Q;PINTOR I;00007
1;029R;PINTOR II;00007
1;029S;PINTOR III;00007
1;029T;PINTOR IV;00007
1;029U;PINTOR V;00007
1;029V;PINTOR VI;00007
1;029W;PINTOR/JATISTA I;00007
1;02A0;PINTOR/JATISTA II;00007
1;02A1;PINTOR/JATISTA III;00007
1;02A2;PINTOR/JATISTA IV;00007
1;02A3;PINTOR/JATISTA V;00007
1;02A4;PROGRAMADOR I;00002
1;02A5;PROGRAMADOR II;00002
1;02A6;PROGRAMADOR III;00002
1;02A7;PROGRAMADOR IV;00002
1;02A8;PROGRAMADOR V;00002
1;02A9;PROGRAMADOR VI;00002
1;02AA;PROGRAMADOR VII;00002
1;02AB;PROGRAMADOR SENIOR;00002
1;02AC;PROJETISTA I;00002
1;02AD;PROJETISTA II;00002
1;02AE;PROJETISTA III;00002
1;02AF;SERVENTE;00012
1;02AG;SERVENTE I;00012
1;02AH;SERVENTE II;00012
1;02AI;SERVENTE III;00012
1;02AJ;SERVENTE IV;00012
1;02AK;SERVENTE V;00012
1;02AL;SOLDADOR DE CALDEIRA I;00005
1;02AM;SOLDADOR DE CALDEIRA II;00005
1;02AO;SOLDADOR DE CALDEIRA III;00005
1;02AP;SOLDADOR I;00004
1;02AQ;SOLDADOR II;00004
1;02AR;SOLDADOR III;00004
1;02AS;SOLDADOR IV;00004
1;02AT;SOLDADOR V;00004
1;02AU;SOLDADOR VI;00004
1;02AV;SOLDADOR VII;00004
1;02AW;SOLDADOR MIG I;00004
1;02B0;SOLDADOR MIG II;00004
1;02B1;SOLDADOR MIG III;00004
1;02B2;SOLDADOR MIG IV;00004
1;02B3;SOLDADOR MIG V;00004
1;02B4;SOLDADOR MIG VI;00004
1;02B5;SOLDADOR TIG;00005
1;02B6;SOLDADOR TIG I;00005
1;02B7;SOLDADOR TIG II;00005
1;02B8;SOLDADOR TIG III;00005
1;02B9;SOLDADOR TIG IV;00005
1;02BA;SOLDADOR TIG V;00005
1;02BB;SOLDADOR TIG VI;00005
1;02BC;SOLDADOR TIG ESPECIALIZADO I;00005
1;02BD;SUPERV. ADMINISTRATIVO;00002
1;02BE;SUPERV. MANUTENCAO I;00002
1;02BF;SUPERV. MANUTENCAO II;00002
1;02BG;SUPERV. MANUTENCAO III;00002
1;02BH;SUPERV. MANUTENCAO IV;00002
1;02BI;SUPERV. MANUTENCAO V;00002
1;02BJ;SUPERV. MANUTENCAO VI;00002
1;02BK;SUPERV. MANUTENCAO VII;00002
1;02BL;SUPERV. MATERIAIS II;00002
1;02BM;SUPERV. MATERIAIS III;00002
1;02BO;SUPERV. SOLDA I;00002
1;02BP;SUPERV. SOLDA II;00002
1;02BQ;SUPERV. SOLDA III;00002
1;02BR;SUPERV. SOLDA IV;00002
1;02BS;SUPERV. SOLDA V;00002
1;02BT;SUPERV. SOLDA VI;00002
1;02BU;SUPERV. SOLDA VII;00002
1;02BV;SUPERV. ELETRICA I;00009
1;02BW;SUPERV. ELETRICA II;00002
1;02C0;SUPERV. ELETRICA III;00002
1;02C1;SUPERV. ELETRICA IV;00002
1;02C2;SUPERV. ELETRICA V;00002
1;02C3;SUPERV. ELETRICA VI;00002
1;02C4;SUPERV. ELETRICA VII;00002
1;02C5;SUPERV. MANUTENCAO;00002
1;02C6;SUPERV. MANUT CALDEIRA;00002
1;02C7;SUPERVISOR MONTAGEM;00002
1;02C8;TECNICO;00002
1;02C9;TECNICO I;00002
1;02CA;TECNICO II;00002
1;02CB;TECNICO III;00002
1;02CC;TECNICO IV;00002
1;02CD;TECNICO V;00002
1;02CE;TECNICO VI;00002
1;02CF;TECNICO TRAINEE;00002
1;02CG;TECNICO INSTRUMENTA IV;00001
1;02CH;TECNICO PLANEJAMENTO I;00002
1;02CI;TECNICO PLANEJAMENTO II;00002
1;02CJ;TECNICO PLANEJAMENTO III;00002
1;02CK;TECNICO PLANEJAMENTO IV;00002
1;02CL;TECNICO PLANEJAMENTO V;00002
1;02CM;TECNICO PLANEJAMENTO VI;00002
1;02CO;TECNICO PLANEJAMENTO VII;00002
1;02CP;AUXILIAR TEC. SEG. TRABALHO;00017
1;02CQ;TECNICO SEG. DO TRABALHO ;00017
1;02CR;TECNICO SEG. DO TRABALHO I;00017
1;02CS;TECNICO SEG. DO TRABALHO II;00017
1;02CT;TECNICO SEG. DO TRABALHO III;00017
1;02CU;TECNICO SEG. DO TRABALHO IV;00017
1;02CV;TECNICO SEG. DO TRABALHO V;00017
1;02CW;TECNICO SEG. DO TRABALHO VI;00017
1;02D0;TOPOGRAFO I;00001
1;02D1;TOPOGRAFO II;00001
1;02D2;TOPOGRAFO III;00001
1;02D3;TOPOGRAFO IV;00001
1;02D4;TOPOGRAFO V;00001
1;02D5;TOPOGRAFO VI;00001
1;02D6;TORNEIRO I;00001
1;02D7;TORNEIRO II;00001
1;02D8;TORNEIRO III;00001
1;02D9;TORNEIRO IV;00001
1;02DA;TORNEIRO V;00001
1;02DB;TORNEIRO VI;00001
1;02DC;TORNEIRO V;00001
1;02DD;TORNEIRO VI;00001
1;02DE;AUXILIAR TEC. SEG. TRABALHO I;00017
1;02DF;SUPERV. MATERIAIS VII;00002
1;02DG;AUXILIAR TECNICO V;00002
1;02DH;AUXILIAR TECNICO VI;00002
1;02DI;SUPERVISOR I;00002
1;02UQ;AJUDANTE;00001
1;02UR;AJUDANTE I;00001
1;02US;AJUDANTE II;00001
1;02UT;AJUDANTE III;00001
1;02UU;AJUDANTE IV;00001
1;02UV;AJUDANTE V;00001
1;02UW;ALMOXARIFE I;00001
1;02V0;ALMOXARIFE II;00001
1;02V1;ALMOXARIFE III;00001
1;02V2;ALMOXARIFE IV;00001
1;02V3;ALMOXARIFE V;00001
1;02V4;ALMOXARIFE VI;00001
1;02V5;ANALISTA CREDITO COBRANCA;00002
1;02V6;ANALISTA CREDITO COBRANCA I;00002
1;02V7;ANALISTA CREDITO COBRANCA II;00002
1;02V8;ANALISTA CREDITO COBRANCA III;00002
1;02V9;ANALISTA CREDITO COBRANCA IV;00002
1;02VA;ANALISTA DE CUSTOS;00002
1;02VB;ANALISTA DE CUSTOS I;00002
1;02VC;ANALISTA DE CUSTOS II;00002
1;02VD;ANALISTA DE RH;00002
1;02VE;ANALISTA DE RH I;00002
1;02VF;ANALISTA DE RH II;00002
1;02VG;ANALISTA DE SISTEMAS;00002
1;02VH;ANALISTA DE SISTEMAS I;00002
1;02VI;ASSISTENTE ADMINISTRATIVO;00002
1;02VJ;ASSISTENTE ADMINISTRATIVO I;00002
1;02VK;ASSISTENTE ADMINISTRATIVO II;00002
1;02VL;ASSISTENTE ADMINISTRATIVO III;00002
1;02VM;ASSISTENTE ADMINISTRATIVO IV;00002
1;02VO;ASSISTENTE ADMINISTRATIVO V;00002
1;02VP;ASSISTENTE ADMINISTRATIVO VI;00002
1;02VQ;ASSISTENTE ADMINISTRATIVO VII;00002
1;02VR;ASSISTENTE ADMINISTRATIVO VIII;00002
1;02VS;ASSISTENTE TECNICO I;00002
1;02VT;ASSISTENTE TECNICO III;00002
1;02VU;ASSISTENTE TECNICO IV;00002
1;02VV;ASSISTENTE TECNICO VI;00002
1;02VW;ASSISTENTE TECNICO SENIOR;00002
1;02W0;ATENDENTE;00002
1;02W1;ATENDENTE I;00002
1;02W2;AUXILIAR DE APROPRIACAO;00002
1;02W3;AUXILIAR DE ESCRITORIO;00002
1;02W4;AUXILIAR DE ESCRITORIO I;00002
1;02W5;AUXILIAR TECNICO I;00002
1;02W6;AUXILIAR TECNICO II;00002
1;02W7;AUXILIAR TECNICO III;00002
1;02W8;AUXILIAR TECNICO IV;00002
1;02W9;BORRACHEIRO I;00001
1;02WA;BORRACHEIRO II;00001
1;02WB;BORRACHEIRO III;00001
1;02WC;BORRACHEIRO IV;00001
1;02WD;BORRACHEIRO V;00001
1;02WE;BORRACHEIRO VI;00001
1;02WF;CALANDRISTA II;00001
1;02WG;CALDEIREIRO I;00003
1;02WH;CALDEIREIRO II;00003
1;02WI;CALDEIREIRO III;00003
1;02WJ;CALDEIREIRO IV;00003
1;02WK;CALDEIREIRO V;00003
1;02WL;CALDEIREIRO VI;00003
1;02WM;CALDEIREIRO QUALIFICADO I;00003
1;02WO;CALDEIREIRO QUALIFICADO II;00003
1;02WP;CARPINTEIRO I;00001
1;02WQ;CARPINTEIRO II;00001
1;02WR;CARPINTEIRO III;00001
1;02WS;CARPINTEIRO IV;00001
1;02WT;CARPINTEIRO V;00001
1;02WU;CARPINTEIRO VI;00001
1;02WV;CHEFE INTERM. CONTABIL;00002
1;02WW;COMPRADOR I;00002
1;0300;COMPRADOR II;00002
1;0301;COMPRADOR III;00002
1;0302;COMPRADOR IV;00002
1;0303;COMPRADOR V;00002
1;0304;COMPRADOR VI;00002
1;0305;CONSULTOR QUALIDADE;00002
1;0306;CONTROLADOR ARRECADACAO;00002
1;0307;COORD.SISTEMA INFORMACAO;00002
1;0308;COORD. ADMINISTRATIVO;00002
1;0309;COORD. DE CONTRATOS;00002
1;030A;COORD. DE ORCAMENTOS;00002
1;030B;COORDENADOR;00009
1;030C;COORDENADOR I;00009
1;030D;COORDENADOR II;00009
1;030E;DESENHISTA PROJETISTA I;00002
1;030F;DESENHISTA PROJETISTA II;00002
1;030G;DESENHISTA PROJETISTA III;00002
1;030H;DESENHISTA PROJETISTA IV;00002
1;030I;DESENHISTA PROJETISTA V;00002
1;030J;DESENHISTA PROJETISTA VI;00002
1;030K;DIRETOR ADJUNTO;00002
1;030L;ELETRICISTA ESPEC. III;00013
1;030M;ELETRICISTA ESPEC. IV;00013
1;030O;ELETRICISTA ESPEC. V;00013
1;030P;ELETRICISTA ESPEC. VI;00013
1;030Q;ELETRICISTA I;00013
1;030R;ELETRICISTA II;00013
1;030S;ELETRICISTA III;00013
1;030T;ELETRICISTA IV;00013
1;030U;ELETRICISTA V;00013
1;030V;ELETRICISTA VI;00013
1;030W;ENCANADOR;00003
1;0310;ENCANADOR I;00003
1;0311;ENCANADOR II;00003
1;0312;ENCANADOR IIIa;00003
1;0313;ENCANADOR IV;00003
1;0314;ENCANADOR V;00003
1;0315;ENCANADOR VI;00003
1;0316;ENCANADOR DE CALDEIRA;00003
1;0317;ENCANADOR DE CALDEIRA II;00003
1;0318;ENCANADOR INDUSTRIAL I;00003
1;0319;ENCANADOR INDUSTRIAL II;00003
1;031A;ENCANADOR QUALIFICADO;00003
1;031B;ENCARREGADO;00009
1;031C;ENC. ADMINISTRATIVO;00002
1;031D;ENC.CALDEIRA I;00009
1;031E;ENC.CALDEIRA II;00009
1;031F;ENC.CALDEIRA III;00009
1;031G;ENC.CALDEIRA IV;00009
1;031H;ENC.CALDEIRA V;00009
1;031I;ENC.CALDEIRA VI;00009
1;031J;ENC.CALDEIRA VII;00009
1;031K;ENC. MANUTENCAO CIVIL I;00009
1;031L;ENC. MANUTENCAO CIVIL II;00009
1;031M;ENC. MANUTENCAO CIVIL III;00009
1;031O;ENC. MANUTENCAO CIVIL IV;00009
1;031P;ENC. MANUTENCAO CIVIL V;00009
1;031Q;ENC. MANUTENCAO CIVIL VI;00009
1;031R;ENC. MANUTENCAO CIVIL VII;00009
1;031S;ENC.ELETRICA I;00009
1;031T;ENC.ELETRICA II;00009
1;031U;ENC.ELETRICA III;00009
1;031V;ENC.ELETRICA IV;00009
1;031W;ENC.ELETRICA V;00009
1;0320;ENC.ELETRICA VI;00009
1;0321;ENC. ELETRICA INSTRUMENT. I;00009
1;0322;ENC. ELETRICA INSTRUMENT. II;00009
1;0323;ENC. ELETRICA INSTRUMENT. III;00009
1;0324;ENC. FERRAMENTARIA I;00009
1;0325;ENC. FERRAMENTARIA II;00009
1;0326;ENC. FERRAMENTARIA III;00009
1;0327;ENC. FERRAMENTARIA IV;00009
1;0328;ENC. FERRAMENTARIA V;00009
1;0329;ENC. FERRAMENTARIA VI;00009
1;032A;ENC. MANUTENCAO;00009
1;032B;ENC. MECANICA II;00009
1;032C;ENC. DE PESSOAL;00002
1;032D;ENC. DE PESSOAL I;00002
1;032E;ENC. DE PESSOAL II;00002
1;032F;ENC. DE TUBULACAO II;00009
1;032G;ENCARREGADO I;00009
1;032H;ENCARREGADO II;00009
1;032I;ENCARREGADO III;00009
1;032J;ENCARREGADO IV;00009
1;032K;ENCARREGADO V;00009
1;032L;ENCARREGADO VI;00009
1;032M;ENCARREGADO VII;00009
1;032O;ENC. INTERNOS CALDEIRA;00009
1;032P;ENC. INTERNOS CALDEIRA I;00009
1;032Q;ENC. INTERNOS CALDEIRA II;00009
1;032R;ENC. SOLDA;00009
1;032S;ENC. SOLDA I;00009
1;032T;ENC. SOLDA II;00009
1;032U;ENC. SOLDA III;00009
1;032V;ENC. SOLDA IV;00009
1;032W;ENC. SOLDA V;00009
1;0330;ENC. SOLDA VI;00009
1;0331;ENC. SOLDA VII;00009
1;0332;ENGENHEIRO;00002
1;0333;ENGENHEIRO ASSISTENTE I;00002
1;0334;ENGENHEIRO ASSISTENTE II;00002
1;0335;ENGENHEIRO ASSISTENTE III;00002
1;0336;ENGENHEIRO ASSISTENTE IV;00002
1;0337;ENGENHEIRO ASSISTENTE V;00002
1;0338;ENGENHEIRO ASSISTENTE VI;00002
1;0339;ENGENHEIRO ASSISTENTE VII;00002
1;033A;ENGENHEIRO SEGURANCA I;00002
1;033B;ENGENHEIRO SEGURANCA II;00002
1;033C;ENGENHEIRO SEGURANCA IV;00002
1;033D;ENGENHEIRO SENIOR;00002
1;033E;ENGENHEIRO SENIOR I;00002
1;033F;ENGENHEIRO SENIOR II;00002
1;033G;ENGENHEIRO SENIOR III;00002
1;033H;ENGENHEIRO SENIOR V;00002
1;033I;ENGENHEIRO TRAINEE I;00002
1;033J;ESTAGIARIO(A) I;00002
1;033K;ESTAGIARIO(A) II;00002
1;033L;ESTAGIARIO(A) III;00002
1;033M;ESTAGIARIO(A) III.A;00002
1;033O;ESTAGIARIO(A) IV;00002
1;033P;ESTAGIARIO(A) V;00002
1;033Q;ESTAGIARIO(A) VI;00002
1;033R;ESTAGIARIO(A) VII;00002
1;033S;ESTAGIARIO(A) VIII;00002
1;033T;FERRAMENTEIRO Ia;00001
1;033U;FERRAMENTEIRO II;00001
1;033V;FERRAMENTEIRO III;00001
1;033W;FERRAMENTEIRO IV;00001
1;0340;FERRAMENTEIRO V;00001
1;0341;FERRAMENTEIRO VI;00001
1;0342;FUNILEIRO I;00001
1;0343;FUNILEIRO II;00001
1;0344;FUNILEIRO III;00001
1;0345;FUNILEIRO IV;00001
1;0346;FUNILEIRO V;00001
1;0347;FUNILEIRO VI;00001
1;0348;GERENTE DE CONTRATOS;00002
1;0349;GERENTE DE CONTRATOS I;00002
1;034A;GERENTE DE CONTRATOS II;00002
1;034B;GERENTE DE FABRICA;00002
1;034C;GERENTE QUALIDADE;00002
1;034D;GERENTE TECNICO COMERCIAL;00002
1;034E;INSPETOR LIQ. PENETRANTE;00014
1;034F;INSPETOR DE SOLDA;00014
1;034G;INSPETOR DE SOLDA I;00014
1;034H;INSPETOR DE SOLDA II;00014
1;034I;INSPETOR DE SOLDA IV;00014
1;034J;INSPETOR DE SOLDA V;00014
1;034K;INSPETOR QUALIDADE;00014
1;034L;INSTRUMENTISTA ESPEC. III;00001
1;034M;INSTRUMENTISTA ESPEC. IV;00001
1;034O;INSTRUMENTISTA I;00001
1;034P;INSTRUMENTISTA II;00001
1;034Q;INSTRUMENTISTA III;00001
1;034R;INSTRUMENTISTA IV;00001
1;034S;INSTRUMENTISTA V;00001
1;034T;INSTRUMENTISTA VI;00001
1;034U;ISOLADOR I;00001
1;034V;ISOLADOR II;00001
1;034W;JATISTA ESPECIALIZADO I;00007
1;0350;JATISTA ESPECIALIZADO II;00007
1;0351;JATISTA ESPECIALIZADO III;00007
1;0352;JATISTA ESPECIALIZADO IV;00007
1;0353;JATISTA ESPECIALIZADO V;00007
1;0354;JATISTA ESPECIALIZADO VI;00007
1;0355;LAMINADOR I;00001
1;0356;LAMINADOR II;00001
1;0357;LAMINADOR III;00001
1;0358;LAMINADOR IV;00001
1;0359;LAMINADOR V;00001
1;035A;LAMINADOR VI;00001
1;035B;LAVADOR I;00001
1;035C;LAVADOR II;00001
1;035D;LAVADOR III;00001
1;035E;LAVADOR IV;00001
1;035F;LAVADOR V;00001
1;035G;LAVADOR VI;00001
1;035H;LIDER;00009
1;035I;LIDER I;00009
1;035J;LIDER II;00009
1;035K;LIDER III;00009
1;035L;LIDER IV;00009
1;035M;LIDER V;00009
1;035O;LIDER VI;00009
1;035P;LUBRIFICADOR I;00001
1;035Q;LUBRIFICADOR II;00001
1;035R;LUBRIFICADOR III;00001
1;035S;LUBRIFICADOR IV;00001
1;035T;LUBRIFICADOR V;00001
1;035U;LUBRIFICADOR VI;00001
1;035V;MACARIQUEIRO I;00001
1;035W;MACARIQUEIRO II;00001
1;0360;MACARIQUEIRO III;00001
1;0361;MACARIQUEIRO IV;00001
1;0362;MACARIQUEIRO V;00001
1;0363;MACARIQUEIRO VI;00001
1;0364;MARTELETEIRO I;00001
1;0365;MARTELETEIRO II;00001
1;0366;MARTELETEIRO III;00001
1;0367;MARTELETEIRO IV;00001
1;0368;MARTELETEIRO V;00001
1;0369;MARTELETEIRO VI;00001
1;036A;MECANICO AJUSTADOR I;00003
1;036B;MECANICO AJUSTADOR II;00003
1;036C;MECANICO AJUSTADOR III;00003
1;036D;MECANICO AJUSTADOR IV;00003
1;036E;MECANICO AJUSTADOR V;00003
1;036F;MECANICO AJUSTADOR VI;00003
1;036G;MECANICO;00003
1;036H;MECANICO I;00003
1;036I;MECANICO II;00003
1;036J;MECANICO III;00003
1;036K;MECANICO IV;00003
1;036L;MECANICO V;00003
1;036M;MECANICO VI;00003
1;036O;MECANICO MONTADOR;00003
1;036P;MECANICO MONTADOR I;00003
1;036Q;MECANICO MONTADOR II;00003
1;036R;MECANICO MONTADOR III;00003
1;036S;MECANICO MONTADOR IV;00003
1;036T;MECANICO MONTADOR V;00003
1;036U;MECANICO MONTADOR VI;00003
1;036V;MECANICO QUALIFICADO;00003
1;036W;MEIO OFICIAL I;00003
1;0370;MEIO OFICIAL II;00003
1;0371;MEIO OFICIAL III;00003
1;0372;MEIO OFICIAL IV;00003
1;0373;MEIO OFICIAL V;00003
1;0374;MEIO OFICIAL VI;00003
1;0375;MEIO OFICIAL VII;00003
1;0376;MONTADOR DE ANDAIME I;00008
1;0377;MONTADOR DE ANDAIME II;00008
1;0378;MONTADOR DE ANDAIME III;00008
1;0379;MONTADOR DE ANDAIME IV;00008
1;037A;MONTADOR DE ANDAIME V;00008
1;037B;MONTADOR DE ANDAIME VI;00008
1;037C;MOTORISTA GUINDASTEIRO;00010
1;037D;MOTORISTA GUINDASTEIRO I;00010
1;037E;MOTORISTA GUINDASTEIRO II;00010
1;037F;MOTORISTA GUINDASTEIRO III;00010
1;037G;MOTORISTA CAMINHONEIRO;00010
1;037H;MOTORISTA CAMINHONEIRO I;00010
1;037I;MOTORISTA CARRETEIRO I;00010
1;037J;MOTORISTA CARRETEIRO II;00010
1;037K;MOTORISTA CARRETEIRO III;00010
1;037L;MOTORISTA CARRETEIRO IV;00010
1;037M;MOTORISTA CARRETEIRO V;00010
1;037O;MOTORISTA CARRETEIRO VI;00010
1;037P;MOTORISTA;00010
1;037Q;MOTORISTA I;00010
1;037R;MOTORISTA II;00010
1;037S;MOTORISTA III;00010
1;037T;MOTORISTA IV;00010
1;037U;MOTORISTA V;00010
1;037V;MOTORISTA VI;00010
1;037W;MOTORISTA VII;00010
1;0380;OPER. EMPILHADEIRA II;00001
1;0381;OPER. EMPILHADEIRA III;00001
1;0382;OPER. EMPILHADEIRA IV;00001
1;0383;OPER. EMPILHADEIRA V;00001
1;0384;OPER. EMPILHADEIRA VI;00001
1;0385;OPER. GUINDASTE I;00010
1;0386;OPER. GUINDASTE II;00010
1;0387;OPER. GUINDASTE III;00010
1;0388;OPER. GUINDASTE IV;00010
1;0389;OPER. GUINDASTE V;00010
1;038A;OPER. GUINDASTE VI;00010
1;038B;OPER.MAQ.OPERATR.I;00003
1;038C;OPER.MAQ.OPERATR.II;00003
1;038D;OPER.MAQ.OPERATR.III;00003
1;038E;OPER.MAQ.OPERATR.IV;00003
1;038F;OPER.MAQ.OPERATR.V;00003
1;038G;OPER.MAQ.OPERATR.VI;00003
1;038H;OPER.PONTE ROLANTE;00003
1;038I;OPER. RIGGER I;00001
1;038J;PEDREIRO ANTI-ACIDO I;00001
1;038K;PEDREIRO ANTI-ACIDO II;00001
1;038L;PEDREIRO ANTI-ACIDO III;00001
1;038M;PEDREIRO ANTI-ACIDO IV;00001
1;038O;PEDREIRO ANTI-ACIDO V;00001
1;038P;PEDREIRO ANTI-ACIDO VI;00001
1;038Q;PEDREIRO I;00001
1;038R;PEDREIRO II;00001
1;038S;PEDREIRO III;00001
1;038T;PEDREIRO IV;00001
1;038U;PEDREIRO V;00001
1;038V;PEDREIRO VI;00001
1;038W;PEDREIRO VII;00001
1;0390;PEDREIRO VIII;00001
1;0391;PINTOR I;00007
1;0392;PINTOR II;00007
1;0393;PINTOR III;00007
1;0394;PINTOR IV;00007
1;0395;PINTOR V;00007
1;0396;PINTOR VI;00007
1;0397;PINTOR/JATISTA I;00007
1;0398;PINTOR/JATISTA II;00007
1;0399;PINTOR/JATISTA III;00007
1;039A;PINTOR/JATISTA IV;00007
1;039B;PINTOR/JATISTA V;00007
1;039C;PROGRAMADOR I;00002
1;039D;PROGRAMADOR II;00002
1;039E;PROGRAMADOR III;00002
1;039F;PROGRAMADOR IV;00002
1;039G;PROGRAMADOR V;00002
1;039H;PROGRAMADOR VI;00002
1;039I;PROGRAMADOR VII;00002
1;039J;PROGRAMADOR SENIOR;00002
1;039K;PROJETISTA I;00002
1;039L;PROJETISTA II;00002
1;039M;PROJETISTA III;00002
1;039O;SERVENTE;00012
1;039P;SERVENTE I;00012
